FIPS,Deaths,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured 1,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,High School Graduation Rate,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,80th Percentile Income,20th Percentile Income,Income Ratio,% Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,Life Expectancy,Age-Adjusted Death Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Uninsured 2,% Uninsured 3,Average Grade Performance 1,Average Grade Performance 2,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation Index 2,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Average Traffic Volume per Meter of Major Roadways,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,Population,% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Employed 2015,Employed 2020,Employment Growth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Other Primary Care Provider Ratio,Employment Growth Band,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming
1001,791.0,8129.0,21,4.7,4.7,9.0,18,33,7.2,35,69.0,15,27.0,407.2,25.0,9.0,7108.0,41.0,41.0,90.0,62,942.0,25957.0,3.6,19.0,110026.0,21019.0,5.2,26.0,12.1,272.0,69.0,11.7,0,15,87.0,40.0,76.9,418.0,14,14,11,219.0,13,12.0,19.0,36,11.0,3.0,3.0,2.8,59338.0,43.0,24.0,18.0,16.0,88,15814,75,2726.0,13.0,55601,23.7,15.6,19.3,0.5,1.2,0.1,3.0,74.3,1,51.4,42.0,23986.0,24580.0,2.4764445926790626,2220.0,3089.0,4277.0,2527.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,2967.0,7354.0,18,4.2,4.3,8.0,17,31,8.0,27,74.0,18,31.0,325.0,28.0,11.0,4041.0,43.0,44.0,86.0,67,3393.0,93849.0,3.6,14.0,111447.0,25227.0,4.4,24.0,10.2,204.0,72.0,10.3,0,14,84.0,42.0,78.5,353.0,12,13,11,167.0,12,5.0,16.0,33,14.0,4.0,3.0,2.9,57588.0,48.0,32.0,19.0,14.0,87,57881,74,8813.0,12.0,218022,21.6,20.4,8.8,0.8,1.2,0.1,4.6,83.1,1,51.5,42.3,85953.0,98768.0,14.909310902469954,1372.0,2019.0,1038.0,1787.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,472.0,10254.0,30,5.4,5.2,11.0,22,42,5.6,24,53.0,13,40.0,716.3,41.0,12.0,6209.0,45.0,37.0,81.0,35,433.0,8373.0,5.2,44.0,76557.0,13475.0,5.7,57.0,7.5,414.0,70.0,11.5,0,15,83.0,32.0,75.3,497.0,17,17,18,421.0,22,11.0,23.0,39,16.0,3.0,2.7,2.4,34382.0,63.0,23.0,13.0,18.0,102,5640,61,1190.0,14.0,24881,20.9,19.4,48.0,0.7,0.5,0.2,4.3,45.6,2,47.2,67.8,8597.0,8707.0,1.2795161102710249,3159.0,2765.0,12441.0,1914.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,471.0,11978.0,19,4.6,4.6,10.0,19,38,7.8,34,16.0,16,28.0,339.7,42.0,10.0,5961.0,40.0,38.0,84.0,44,344.0,8661.0,4.0,28.0,87957.0,20134.0,4.4,29.0,8.4,89.0,108.0,11.2,0,10,85.0,50.0,73.6,589.0,14,14,15,197.0,14,3.0,26.0,38,13.0,3.0,2.6,2.4,46064.0,62.0,53.0,21.0,24.0,29,5135,75,638.0,10.0,22400,20.5,16.5,21.1,0.4,0.2,0.1,2.6,74.6,0,46.8,68.4,8294.0,8303.0,0.1085121774776947,2061.0,4480.0,4480.0,896.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1085.0,11335.0,22,4.9,4.9,8.0,19,34,8.4,30,16.0,14,19.0,234.4,34.0,13.0,4060.0,34.0,39.0,93.0,53,878.0,25006.0,3.5,18.0,91702.0,20699.0,4.4,29.0,8.4,483.0,107.0,11.7,0,11,86.0,59.0,74.1,516.0,15,15,17,100.0,11,3.0,29.0,36,17.0,4.0,3.0,2.8,50412.0,53.0,18.0,17.0,20.0,33,16197,79,1630.0,8.0,57840,23.2,18.2,1.5,0.7,0.3,0.1,9.6,86.9,2,50.7,90.0,22189.0,22836.0,2.9158592095182296,4463.0,5258.0,6427.0,4449.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,203.0,11680.0,31,5.4,4.9,16.0,23,37,4.3,25,3.0,12,60.0,863.3,48.0,11.0,6632.0,35.0,28.0,70.0,35,224.0,4776.0,4.7,68.0,69189.0,9337.0,7.4,75.0,7.8,311.0,107.0,11.2,0,18,79.0,46.0,73.5,562.0,17,16,24,633.0,25,20.0,48.0,45,15.0,2.0,2.5,2.2,29267.0,76.0,31.0,18.406893652795294,21.0,4,2726,76,605.0,19.0,10138,21.1,16.4,69.5,0.8,0.2,0.7,8.0,21.2,0,45.5,51.4,3865.0,4007.0,3.6739974126778794,3436.0,5069.0,5069.0,1126.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,423.0,14360.0,28,5.4,5.3,13.0,22,43,6.6,40,49.0,12,27.0,761.7,38.0,11.0,9203.0,42.0,35.0,82.0,42,427.0,8914.0,4.8,36.0,80036.0,14757.0,5.4,53.0,9.1,582.0,100.0,10.6,1,13,84.0,32.0,72.9,609.0,17,17,19,311.0,21,3.0,30.0,42,15.0,3.0,2.7,2.6,37365.0,79.0,38.0,9.0,24.0,19,4692,70,711.0,12.0,19680,22.2,20.3,44.6,0.4,1.3,0.1,1.5,51.3,0,53.4,71.2,7813.0,7971.0,2.0222705746832204,3965.0,3280.0,1968.0,1406.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,2373.0,12079.0,23,4.9,4.8,9.0,21,39,6.9,32,48.0,14,19.0,654.6,34.0,12.0,6581.0,32.0,38.0,92.0,59,2139.0,45972.0,4.7,27.0,90822.0,18078.0,5.0,40.0,14.5,756.0,90.0,11.8,0,14,85.0,31.0,73.0,575.0,15,15,18,226.0,16,9.0,19.0,41,15.0,2.0,3.1,2.9,45400.0,59.0,41.0,20.0,26.0,110,31286,69,5024.0,12.0,114277,21.6,17.7,20.9,0.5,1.0,0.1,3.9,72.0,1,51.9,33.7,47401.0,47905.0,1.063268707411236,1572.0,1706.0,866.0,1786.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,654.0,11113.0,24,4.9,4.9,12.0,19,40,6.4,30,62.0,13,29.0,611.0,45.0,12.0,5622.0,38.0,42.0,86.0,48,597.0,15276.0,3.9,31.0,80754.0,17019.0,4.7,47.0,17.8,529.0,81.0,11.4,0,16,85.0,32.0,74.3,512.0,15,15,20,388.0,18,10.0,23.0,37,15.0,3.0,2.6,2.4,39917.0,71.0,26.0,21.0,21.0,20,9159,68,1561.0,12.0,33615,20.8,19.5,39.6,0.3,1.3,0.0,2.6,55.2,0,52.1,49.1,13689.0,14724.0,7.560815253122946,2408.0,5603.0,16808.0,6723.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,568.0,12350.0,21,4.8,4.7,8.0,17,35,8.3,31,33.0,14,20.0,321.0,37.0,11.0,5521.0,36.0,41.0,95.0,52,415.0,11622.0,3.6,25.0,81932.0,17401.0,4.7,24.0,8.5,330.0,109.0,11.4,0,13,83.0,46.0,74.0,545.0,14,15,15,117.0,13,0.0,36.0,35,14.0,3.0,3.0,2.7,42132.0,62.0,29.0,24.0,27.0,26,8374,79,989.0,10.0,26032,19.2,23.0,4.2,0.7,0.3,0.0,1.6,91.7,0,50.5,85.7,10155.0,10310.0,1.5263417035942886,2586.0,6508.0,5206.0,1240.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,829.0,10019.0,21,4.8,4.9,9.0,20,38,8.1,33,46.0,15,16.0,354.0,47.0,14.0,6148.0,39.0,42.0,88.0,40,703.0,19476.0,3.6,23.0,90324.0,17684.0,5.1,35.0,15.2,508.0,94.0,11.2,0,13,84.0,50.0,74.9,520.0,15,15,19,110.0,13,1.0,27.0,35,18.0,4.0,2.8,2.7,47547.0,61.0,33.0,14.0,15.0,29,12538,75,1915.0,12.0,44153,23.8,16.8,10.0,0.6,0.5,0.2,7.9,80.1,2,50.9,86.7,17895.0,17752.0,-0.7991058955015368,4896.0,3396.0,1920.0,6308.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,269.0,12480.0,25,4.9,5.0,11.0,19,41,6.4,36,29.0,12,50.0,563.9,30.0,11.0,4968.0,40.0,34.0,79.0,58,260.0,4694.0,5.5,32.0,84485.0,14417.0,5.9,48.0,19.3,128.0,104.0,10.1,1,11,82.0,44.0,74.1,536.0,15,16,17,232.0,20,7.0,41.0,38,14.0,4.0,2.5,2.2,39907.0,77.0,45.0,18.406893652795294,17.0,17,4263,80,463.0,9.0,12841,20.0,23.0,41.5,0.2,0.2,0.0,1.0,56.4,0,52.7,100.0,4405.0,4427.0,0.4994324631101022,2589.0,2140.0,1745.4004120879122,2568.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,438.0,11144.0,25,5.1,5.1,13.0,21,34,5.4,35,25.0,12,30.0,643.6,39.0,12.0,6299.0,38.0,28.0,91.0,38,570.0,7627.0,7.5,32.0,85325.0,10075.0,8.5,37.0,16.2,475.0,77.0,10.4,0,12,88.0,35.0,74.8,492.0,16,16,22,160.0,23,11.0,31.0,41,15.0,3.0,3.0,2.6,40741.0,72.0,20.0,10.0,12.0,66,6314,67,992.0,13.0,23920,21.7,19.9,44.3,0.5,0.4,0.0,1.4,52.5,0,52.6,76.0,8161.0,8166.0,0.061267001592942,1853.0,3417.0,1407.0,1595.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,275.0,10462.0,24,5.0,5.0,9.0,20,41,7.8,33,64.0,13,40.0,463.8,39.0,14.0,5249.0,35.0,43.0,90.0,35,233.0,5963.0,3.9,26.0,86322.0,16995.0,5.1,30.0,10.5,309.0,88.0,10.6,1,11,90.0,37.0,75.2,531.0,15,16,14,174.0,15,2.0,25.0,39,17.0,4.0,2.8,2.8,39201.0,63.0,22.0,23.0,18.0,37,3789,72,386.0,8.0,13275,20.2,20.7,13.8,0.5,0.2,0.0,3.0,80.5,0,51.1,100.0,5180.0,5389.0,4.0347490347490345,2673.0,6638.0,6638.0,2213.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,305.0,11088.0,19,4.5,4.9,9.0,18,37,8.0,31,41.0,14,29.0,187.9,39.0,13.0,6416.0,26.0,34.0,98.0,45,244.0,5743.0,4.2,23.0,79176.0,16579.0,4.8,25.0,8.1,103.0,93.0,11.0,0,13,81.0,56.0,74.8,538.0,14,15,13,120.0,14,2.0,32.0,34,17.0,5.0,3.2,3.2,46495.0,60.0,34.0,14.0,15.0,41,4332,76,540.0,10.0,14987,22.8,19.5,2.9,0.5,0.2,0.1,2.5,92.8,1,50.5,100.0,6065.0,5814.0,-4.138499587798846,3725.0,2974.293385723641,2498.0,4996.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,797.0,8175.0,19,4.4,4.6,8.0,17,34,7.5,31,54.0,15,36.0,584.1,26.0,12.0,4863.0,42.0,37.0,93.0,64,822.0,20817.0,3.9,22.0,104459.0,22422.0,4.7,36.0,14.7,276.0,67.0,10.9,0,12,87.0,27.0,76.7,430.0,13,14,16,153.0,14,6.0,16.0,37,15.0,4.0,3.2,2.9,55122.0,48.0,30.0,15.0,16.0,58,12822,65,1784.0,9.0,51909,23.7,17.0,17.2,1.4,1.6,0.4,7.6,69.9,1,50.8,47.2,20912.0,21764.0,4.074215761285386,1853.0,2884.0,1527.0,1442.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1044.0,10645.0,21,4.6,4.6,10.0,19,31,7.4,37,56.0,15,22.0,526.6,33.0,10.0,6414.0,40.0,45.0,92.0,55,1074.0,23258.0,4.6,21.0,88336.0,18565.0,4.8,36.0,16.9,400.0,78.0,10.7,0,14,90.0,28.0,74.7,510.0,14,14,16,100.0,15,7.0,27.0,37,12.0,3.0,3.0,2.9,49055.0,52.0,24.0,18.0,19.0,81,15849,73,2442.0,12.0,54762,20.8,19.9,16.0,0.7,0.6,0.1,2.7,78.4,0,52.0,43.9,21290.0,23563.0,10.676373884452794,1557.0,2190.0,2882.0,693.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,262.0,10822.0,29,5.4,5.4,14.0,21,43,5.6,41,37.0,12,31.0,665.7,38.0,12.0,12070.0,35.0,44.0,80.0,36,235.0,4494.0,5.2,40.0,63947.0,14363.0,4.5,51.0,7.2,387.0,94.0,10.3,0,13,89.0,34.0,75.3,529.0,17,17,26,310.0,21,13.0,26.0,42,15.0,3.0,2.7,2.6,32613.0,71.0,22.0,18.406893652795294,19.0,34,3504,77,370.0,9.0,12277,20.8,22.5,45.7,0.5,0.2,0.0,2.2,50.3,0,52.1,80.9,3718.0,3972.0,6.831629908552986,2494.0,6139.0,1535.0,4092.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,217.0,12691.0,25,5.1,5.1,14.0,20,40,6.9,35,6.0,13,29.0,483.5,40.0,13.0,4956.0,39.0,39.0,83.0,43,183.0,4376.0,4.2,30.0,79721.0,17978.0,4.4,40.0,10.2,255.0,116.0,11.0,1,15,84.0,41.0,73.8,501.0,15,16,21,147.0,16,10.0,41.0,37,16.0,4.0,2.7,2.4,42423.0,65.0,53.0,18.0,24.0,24,3364,82,372.0,10.0,10715,16.6,23.2,30.5,0.6,0.1,0.2,2.5,65.4,0,49.6,100.0,3852.0,4164.0,8.09968847352025,2639.945575959933,2974.293385723641,10715.0,5358.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,780.0,11418.0,23,4.7,4.9,10.0,19,32,7.6,36,50.0,14,22.0,512.2,47.0,12.0,9181.0,42.0,39.0,95.0,54,715.0,15617.0,4.6,30.0,84143.0,17115.0,4.9,36.0,12.7,331.0,81.0,10.5,0,13,88.0,29.0,74.0,546.0,14,15,15,156.0,15,4.0,22.0,36,15.0,4.0,2.9,2.7,40203.0,57.0,39.0,15.0,19.0,42,11110,74,1402.0,10.0,36986,21.9,21.1,12.4,0.7,0.5,0.0,1.7,83.2,0,51.6,69.7,14202.0,14880.0,4.773975496408957,1952.0,2642.0,1541.0,1275.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,290.0,9945.0,22,4.7,4.9,10.0,19,38,6.2,34,22.0,15,41.0,793.0,38.0,12.0,7057.0,37.0,36.0,89.0,45,257.0,6298.0,4.1,31.0,82870.0,15094.0,5.5,41.0,10.1,332.0,78.0,10.7,0,10,82.0,41.0,74.7,535.0,14,15,18,224.0,16,17.0,26.0,38,16.0,4.0,2.8,2.8,39057.0,64.0,13.0,18.406893652795294,17.0,58,3709,74,405.0,9.0,13824,22.9,19.0,23.2,0.6,1.1,0.0,2.3,70.9,1,51.7,100.0,5620.0,5615.0,-0.0889679715302491,6936.0,6912.0,1728.0,1063.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,1501.0,10182.0,22,4.7,4.9,8.0,18,37,8.2,37,42.0,15,30.0,233.2,42.0,13.0,6442.0,44.0,41.0,91.0,50,1241.0,37830.0,3.3,20.0,86556.0,19514.0,4.4,25.0,11.7,129.0,101.0,11.6,0,12,88.0,33.0,74.5,494.0,14,15,19,78.0,12,3.0,24.0,35,16.0,3.0,3.1,2.9,45796.0,51.0,24.0,23.0,17.0,51,22919,75,2866.0,10.0,83442,22.5,18.5,1.2,0.6,0.7,0.1,4.4,91.9,1,50.6,73.2,32282.0,35401.0,9.661730995601264,1799.0,2035.0,738.0,1159.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,859.0,10467.0,23,5.0,4.8,8.0,20,37,6.7,32,46.0,15,30.0,747.6,33.0,10.0,5120.0,42.0,41.0,90.0,58,846.0,20120.0,4.2,24.0,89227.0,17623.0,5.1,33.0,10.6,437.0,76.0,11.0,0,14,86.0,25.0,75.1,501.0,15,15,16,244.0,16,11.0,20.0,41,12.0,3.0,3.1,2.8,45309.0,63.0,30.0,16.0,19.0,41,11239,60,2291.0,13.0,48956,23.0,16.9,20.5,0.8,1.4,0.2,6.6,68.4,1,50.9,50.9,18735.0,17282.0,-7.755537763544168,5470.0,2880.0,1064.0,1484.0,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,918.0,14717.0,30,5.6,5.6,14.0,24,43,4.6,27,60.0,11,55.0,951.2,39.0,10.0,7183.0,40.0,34.0,86.0,51,973.0,14860.0,6.5,48.0,73852.0,12189.0,6.1,68.0,12.0,925.0,114.0,11.1,0,21,86.0,27.0,71.2,664.0,18,18,16,422.0,27,12.0,34.0,42,14.0,2.0,2.6,2.3,34035.0,81.0,50.0,12.0,40.0,61,9767,60,2501.0,17.0,38310,23.8,18.1,70.1,0.3,0.6,0.0,1.1,27.2,0,53.8,45.6,14094.0,13944.0,-1.064282673478076,1352.0,3193.0,1666.0,1473.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1302.0,10748.0,26,5.3,5.0,8.0,21,29,8.2,32,45.0,12,30.0,276.5,41.0,17.0,5868.0,32.0,40.0,93.0,46,1150.0,30129.0,3.8,30.0,78879.0,16455.0,4.8,34.0,8.5,312.0,93.0,11.3,0,11,86.0,32.0,74.5,514.0,16,16,13,88.0,12,2.0,23.0,36,23.0,4.0,2.7,2.6,39491.0,69.0,32.0,19.0,16.0,53,18604,71,2351.0,10.0,71385,24.1,17.3,1.4,2.0,0.5,0.6,14.8,80.1,4,50.4,90.1,27778.0,30188.0,8.675930592555261,2387.0,3569.0,3757.0,1741.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1229.0,8763.0,19,4.3,4.7,9.0,17,34,7.6,26,52.0,16,38.0,538.7,30.0,9.0,6334.0,43.0,39.0,86.0,55,1283.0,37215.0,3.4,16.0,108702.0,24801.0,4.4,31.0,10.9,239.0,80.0,11.9,0,11,87.0,46.0,75.9,431.0,13,14,16,222.0,13,7.0,20.0,38,11.0,3.0,3.1,3.0,60367.0,49.0,26.0,21.0,24.0,57,21480,74,2857.0,10.0,81887,22.2,15.1,21.2,0.5,0.7,0.1,3.0,73.0,1,51.7,54.2,33636.0,34936.0,3.8649066476394336,3889.0,6299.0,5849.0,2642.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,822.0,12227.0,26,5.2,5.2,9.0,22,39,6.6,32,48.0,13,35.0,472.7,45.0,14.0,7412.0,34.0,35.0,88.0,38,656.0,14352.0,4.6,33.0,73248.0,13274.0,5.5,46.0,14.4,446.0,118.0,10.2,0,12,92.0,29.0,72.9,609.0,16,16,19,222.0,18,7.0,24.0,40,19.0,4.0,2.9,2.6,38418.0,68.0,35.0,20.0,23.0,36,9237,69,1281.0,11.0,36748,22.4,17.9,31.4,3.9,0.3,0.1,2.5,60.2,0,49.3,63.5,12294.0,12543.0,2.025378233284529,2881.0,2625.0,1750.0,1934.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,2201.0,11905.0,21,4.9,4.8,9.0,20,36,7.1,34,49.0,14,19.0,702.6,40.0,12.0,7421.0,29.0,36.0,90.0,55,1768.0,43096.0,4.1,29.0,88317.0,18745.0,4.7,37.0,15.8,604.0,89.0,11.5,0,11,85.0,29.0,73.0,571.0,15,15,16,187.0,15,9.0,20.0,41,16.0,3.0,3.0405426975259338,3.0061993517017878,44903.0,58.0,59.0,16.0,17.0,140,27882,72,3435.0,9.0,102501,21.5,19.0,15.5,0.6,0.8,0.3,4.0,77.7,1,51.6,37.5,41236.0,43002.0,4.282665631972063,1238.0,1934.0,827.0,1281.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,342.0,9721.0,22,4.9,5.0,10.0,18,41,7.9,34,34.0,14,42.0,273.3,40.0,11.0,5911.0,36.0,45.0,92.0,52,267.0,6482.0,4.1,37.0,76052.0,15425.0,4.9,36.0,7.9,251.90240596408,99.0,10.6,1,12,86.0,41.0,74.6,519.0,15,15,23,100.0,14,1.0,28.0,39,15.0,3.0,3.0,2.9,39254.0,62.0,49.0,25.0,23.0,34,5412,78,673.0,10.0,16433,21.1,21.1,11.9,0.5,0.4,0.0,1.8,84.2,0,51.2,80.2,6122.0,6423.0,4.916693890885332,1029.0,3287.0,8217.0,2739.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,531.0,10155.0,25,5.2,5.2,10.0,19,34,7.9,38,58.0,13,11.0,263.5,47.0,15.0,8122.0,32.0,38.0,92.0,41,530.0,14203.0,3.7,30.0,80837.0,18366.0,4.4,42.0,9.5,264.0,84.0,10.5,0,13,83.0,38.0,74.6,492.0,16,16,15,54.0,13,4.0,23.0,38,20.0,4.0,2.7,2.6,39388.0,69.0,51.0,14.0,15.0,41,7910,71,823.0,8.0,31363,24.5,16.9,3.9,1.5,0.3,0.2,17.8,76.2,5,49.5,70.4,12249.0,13019.0,6.2862274471385415,2250.0,3920.0,10454.0,1960.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,569.0,11145.0,23,5.0,5.0,8.0,20,39,7.8,37,20.0,14,38.0,420.1,46.0,14.0,6845.0,39.0,46.0,90.0,43,426.0,10851.0,3.9,30.0,78554.0,15768.0,5.0,41.0,8.7,414.0,87.0,10.6,0,10,84.0,41.0,73.8,553.0,15,16,17,152.0,15,1.0,23.0,37,18.0,3.0,3.1,2.7,37823.0,59.0,20.0,16.0,14.0,45,7420,71,1113.0,12.0,26314,21.9,20.3,9.3,1.0,0.3,0.1,4.0,83.7,1,51.2,89.6,10419.0,10676.0,2.466647470966504,3303.0,13157.0,5263.0,4386.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
