FIPS,Deaths,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured 1,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,High School Graduation Rate,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,80th Percentile Income,20th Percentile Income,Income Ratio,% Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,Life Expectancy,Age-Adjusted Death Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Uninsured 2,% Uninsured 3,Average Grade Performance 1,Average Grade Performance 2,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation Index 2,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Average Traffic Volume per Meter of Major Roadways,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,Population,% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Employed 2015,Employed 2020,Employment Growth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Other Primary Care Provider Ratio,Employment Growth Band,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming
54021,120.0,8484.0,27,5.7,5.4,7.0,26,40,7.3,29,31.0,13,20.0,237.4,20.0,8.0,6422.0,32.0,41.0,96.0,46,150.0,2379.0,6.3,24.0,78523.0,14774.0,5.3,39.0,7.5,249.0,58.0,9.5,0,10,80.0,45.0,77.4,439.0,17,17,19,233.0,17,3.0,18.992216456634544,40,10.0,3.0,2.9,3.0061993517017878,38173.0,58.0,38.0,18.406893652795294,15.57277628032345,9,1942,73,177.0,7.0,8026,14.3,17.5,10.4,1.0,0.8,0.1,5.8,81.0,2,40.2,60.7,2791.0,2771.0,-0.7165890361877463,2668.0,8026.0,2675.0,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54023,183.0,7991.0,23,5.4,5.3,10.0,22,35,7.6,33,37.0,11,19.0,102.8,44.0,8.0,6361.0,43.0,37.0,95.0,45,329.0,5799.0,5.7,21.0,83019.0,17515.0,4.7,29.0,12.9,224.0,92.0,8.1,0,10,82.0,26.0,79.0,370.0,16,16,21,90.0,12,10.0,29.0,36,10.0,3.0,3.1,3.0061993517017878,42146.0,55.0,30.809745610892158,18.406893652795294,15.57277628032345,21,3667,80,379.0,9.0,11626,19.4,24.4,0.9,0.2,0.2,0.0,1.3,96.5,1,50.1,78.7,4974.0,4963.0,-0.2211499798954563,1945.0,2325.0,1453.0,2907.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54025,669.0,9465.0,22,5.2,5.1,8.0,23,33,7.5,26,51.0,13,33.0,147.4,37.0,8.0,4914.0,41.0,48.0,90.0,53,800.0,15611.0,5.1,23.0,76237.0,17175.0,4.4,33.0,12.8,124.0,112.0,8.7,0,12,81.0,34.0,75.9,458.0,15,16,16,111.0,13,8.0,16.0,38,10.0,3.0,3.2,3.0061993517017878,37665.0,60.0,30.0,19.0,20.0,42,10945,72,1430.0,10.0,34786,19.4,23.3,2.8,0.4,0.6,0.0,2.1,92.4,0,51.0,69.7,14116.0,14223.0,0.7580051005950694,784.0,1581.0,1054.0,669.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54027,418.0,10676.0,22,5.2,5.2,9.0,22,41,6.8,28,45.0,13,30.0,136.3,36.0,10.0,4926.0,39.0,35.0,84.0,43,446.0,10509.0,4.2,30.0,78996.0,18850.0,4.2,39.0,8.5,227.0,139.0,8.6,0,11,81.0,53.0,76.2,448.0,15,16,14,74.0,13,16.0,32.0,39,11.0,4.0,3.0,3.0061993517017878,44442.0,64.0,40.0,16.0,15.0,18,6759,70,776.0,9.0,23347,18.7,22.4,1.2,0.2,0.3,0.1,1.6,95.6,0,49.0,100.0,8878.0,9648.0,8.673124577607568,3912.0,2918.0,1459.0,1668.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54029,595.0,10246.0,21,5.1,5.3,9.0,22,42,7.4,30,90.0,13,8.0,149.4,27.0,7.0,6148.0,36.0,45.0,90.0,58,758.0,12846.0,5.9,20.0,86028.0,20926.0,4.1,39.0,14.9,143.0,119.0,10.9,0,12,87.0,33.0,74.9,496.0,15,16,16,27.0,13,9.0,13.0,40,9.0,3.0,3.4,3.0061993517017878,47299.0,55.0,32.0,26.0,14.0,56,9141,72,1132.0,9.0,29094,18.9,23.1,2.8,0.2,0.4,0.0,1.6,93.5,0,51.3,30.3,13236.0,12816.0,-3.1731640979147784,1841.0,1212.0,693.0,909.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54031,208.0,8708.0,22,5.1,5.4,9.0,22,38,7.1,29,67.0,12,21.0,189.5,39.0,10.0,5622.0,43.0,31.0,93.0,43,318.0,5738.0,5.5,20.0,90098.0,25658.0,3.5,31.0,9.5,429.0,94.0,8.2,1,8,82.0,31.0,76.9,380.0,15,16,14,77.0,12,14.0,28.0,41,12.0,4.0,2.8,3.0061993517017878,43573.0,58.0,32.0,13.0,17.0,22,3980,72,194.0,4.0,13775,20.4,21.9,3.0,0.3,0.8,0.1,4.8,89.8,4,49.7,80.5,6129.0,6366.0,3.8668624571708263,6859.0,1968.0,2296.0,765.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54033,1228.0,10142.0,21,5.0,5.3,10.0,23,34,8.0,28,70.0,14,32.0,115.0,35.0,8.0,4900.0,41.0,41.0,88.0,58,1542.0,34132.0,4.5,22.0,100960.0,20531.0,4.9,30.0,17.5,212.0,96.0,9.6,1,10,84.0,26.0,75.3,484.0,15,16,17,80.0,12,4.0,16.0,37,9.0,3.0,2.9,3.0061993517017878,47942.0,50.0,39.0,24.0,18.0,74,20161,73,2263.0,9.0,67554,21.4,19.5,1.8,0.2,0.6,0.0,1.7,94.1,0,50.9,37.0,29587.0,30348.0,2.5720755737317065,869.0,1165.0,479.0,563.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54035,482.0,9192.0,23,5.2,5.3,9.0,21,42,7.9,26,31.0,13,26.0,117.3,33.0,7.0,5120.0,37.0,44.0,96.0,59,649.0,16374.0,4.0,23.0,92407.0,17342.0,5.3,27.0,9.7,306.0,83.0,10.3,1,9,83.0,46.0,75.9,436.0,15,16,15,36.0,13,5.0,23.0,39,9.0,3.0,3.0,3.0061993517017878,48731.0,54.0,47.0,14.0,12.0,19,8770,78,975.0,9.0,28706,21.3,20.4,0.6,0.3,0.3,0.0,1.0,96.7,0,50.3,71.4,11050.0,10719.0,-2.995475113122172,3220.0,2392.0,1248.0,1104.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54037,815.0,7602.0,18,4.5,4.7,7.0,20,33,8.8,22,45.0,16,34.0,339.0,17.0,6.0,4492.0,35.0,40.0,89.0,62,983.0,29579.0,3.3,11.0,134731.0,31481.0,4.3,22.0,8.9,187.0,96.0,9.6,1,12,79.0,53.0,77.6,388.0,13,14,9,100.0,9,1.0,12.0,35,8.0,3.0,3.2,3.0061993517017878,75027.0,44.0,23.0,14.0,12.0,35,15640,75,2205.0,11.0,56811,22.2,16.2,6.1,0.3,1.6,0.1,5.8,83.7,1,50.4,48.4,26418.0,28162.0,6.6015595427360125,1707.0,2990.0,1353.0,1722.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54039,3810.0,12348.0,22,4.8,5.4,10.0,21,38,7.4,28,72.0,12,24.0,361.7,37.0,7.0,5496.0,38.0,47.0,83.0,60,4263.0,82263.0,5.2,26.0,94179.0,19450.0,4.8,40.0,17.9,616.0,146.0,10.4,1,11,82.0,22.0,73.4,551.0,14,16,16,192.0,14,8.0,14.0,38,9.0,2.0,2.9,3.0061993517017878,41926.0,51.0,45.0,24.0,22.0,124,54678,69,8030.0,11.0,180454,20.0,20.7,7.6,0.2,1.1,0.0,1.1,87.7,0,51.8,25.2,84406.0,77827.0,-7.794469587470084,761.0,1203.0,528.0,390.0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54041,358.0,13100.0,23,5.4,5.3,10.0,23,41,7.7,34,41.0,12,23.0,104.8,45.0,7.0,5739.0,38.0,39.0,88.0,40,373.0,6560.0,5.7,25.0,76756.0,17048.0,4.5,33.0,9.2,79.0,99.0,9.4,0,10,82.0,45.0,72.3,575.0,16,16,16,183.94042925974597,15,2.0,26.0,41,9.0,3.0,2.6,3.0061993517017878,40691.0,63.0,53.0,19.0,18.0,12,4596,70,710.0,12.0,16024,21.2,20.6,0.6,0.3,0.5,0.0,1.2,96.4,0,50.3,69.0,6259.0,6248.0,-0.1757469244288224,1352.0,3205.0,553.0,697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54043,480.0,14289.0,25,5.8,5.6,11.0,24,40,7.8,32,18.0,12,26.0,124.8,53.0,8.0,7957.0,34.0,43.0,93.0,49,494.0,7112.0,6.9,29.0,76641.0,15488.0,4.9,23.0,3.8,251.90240596408,136.0,10.1,1,12,85.0,67.0,71.9,622.0,18,18,20,0.0,16,0.0,22.0,38,10.0,3.0,2.8,3.0061993517017878,39766.0,66.0,30.809745610892158,19.0,16.0,5,6089,77,653.0,9.0,20599,22.0,19.5,0.3,0.1,0.2,0.0,0.7,97.7,0,50.5,100.0,7245.0,7008.0,-3.2712215320910976,2314.0,4120.0,1873.0,1373.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54045,994.0,15459.0,26,5.8,5.8,11.0,25,42,7.5,38,29.0,12,27.0,79.0,54.0,8.0,14383.0,31.0,33.0,91.0,45,746.0,10624.0,7.0,31.0,81786.0,14750.0,5.5,32.0,6.7,558.0,149.0,9.8,1,11,83.0,33.0,70.1,751.0,17,17,21,31.0,16,2.0,25.0,40,10.0,2.0,2.8,3.0061993517017878,34894.0,57.0,40.0,19.0,14.0,29,10182,73,1360.0,11.0,32607,20.5,20.2,1.9,0.1,0.3,0.0,1.0,95.7,0,50.6,70.8,11765.0,10025.0,-14.78963025924352,2058.0,8152.0,1208.0,652.0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54047,606.0,18952.0,32,6.5,6.3,12.0,30,44,6.9,38,32.0,10,42.0,113.8,66.0,10.0,8430.0,27.0,26.0,83.0,24,422.0,4470.0,9.4,43.0,54896.0,12310.0,4.5,38.0,5.4,428.0,191.0,9.3,1,11,88.0,43.0,68.6,840.0,21,21,20,86.0,20,1.0,29.0,45,12.0,2.0,2.6,3.0061993517017878,27292.0,80.0,58.0,37.0,41.0,47,6120,79,618.0,9.0,18223,20.5,21.8,8.2,0.2,0.1,0.0,1.4,88.7,0,51.1,86.0,4627.0,3614.0,-21.893235357683164,3691.0,4556.0,3037.0,828.0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54049,934.0,8592.0,20,5.0,5.0,10.0,23,35,7.8,26,63.0,14,33.0,227.2,26.0,7.0,7963.0,41.0,40.0,93.0,60,1439.0,25169.0,5.7,24.0,94972.0,20059.0,4.7,33.0,16.7,296.0,79.0,10.0,1,10,83.0,36.0,76.1,442.0,15,16,12,54.0,13,5.0,12.0,40,8.0,2.0,3.1,3.0061993517017878,46244.0,53.0,44.0,16.0,16.0,27,17189,75,2034.0,9.0,56097,20.1,19.5,3.2,0.3,0.6,0.0,1.3,93.0,0,50.6,41.5,25422.0,25400.0,-0.0865392180001573,1878.0,1934.0,1058.0,1220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54051,517.0,7700.0,23,5.4,5.4,9.0,22,41,7.5,30,62.0,12,27.0,182.8,31.0,7.0,9042.0,37.0,46.0,91.0,56,824.0,14237.0,5.8,19.0,91395.0,19435.0,4.7,27.0,13.5,241.0,76.0,10.9,1,9,88.0,32.0,77.3,389.0,16,16,16,59.0,13,9.0,13.0,38,9.0,3.0,2.9,3.0061993517017878,50064.0,56.0,69.0,21.0,16.0,76,9818,80,883.0,7.0,30785,19.3,22.4,0.7,0.3,0.3,0.0,1.0,96.6,0,50.4,49.0,13530.0,12613.0,-6.777531411677754,2399.0,2199.0,5131.0,1710.0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54053,553.0,12577.0,25,5.6,5.5,9.0,24,41,7.3,34,40.0,12,28.0,186.6,42.0,7.0,7049.0,35.0,49.0,91.0,51,693.0,9832.0,7.0,24.0,84542.0,17677.0,4.8,29.0,12.3,120.0,118.0,10.5,0,12,87.0,38.0,73.9,546.0,17,17,18,31.0,14,8.0,20.0,41,9.0,2.0,2.8,3.0061993517017878,43050.0,55.0,28.0,17.0,16.0,13,8687,80,844.0,8.0,26718,20.9,20.9,0.9,0.2,0.3,0.0,0.8,96.6,0,51.6,65.0,9116.0,10196.0,11.84730144800351,1914.0,3817.0,5344.0,2429.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54055,1386.0,13228.0,25,5.3,5.6,11.0,25,39,7.1,32,60.0,11,25.0,212.5,51.0,8.0,4728.0,39.0,33.0,89.0,54,1320.0,20928.0,6.3,35.0,75610.0,16639.0,4.5,43.0,13.2,461.0,152.0,8.9,1,12,85.0,25.0,72.7,611.0,16,17,13,74.0,15,9.0,18.0,42,10.0,2.0,2.8,3.0061993517017878,37860.0,66.0,54.0,22.0,24.0,45,17676,71,2568.0,11.0,59131,20.6,22.0,5.9,0.2,0.6,0.0,1.2,90.4,1,52.0,40.7,23443.0,22194.0,-5.327816405750117,1494.0,2190.0,778.0,533.0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54057,462.0,8674.0,20,5.0,5.2,8.0,21,35,7.7,25,61.0,13,12.0,194.7,29.0,7.0,5009.0,50.0,43.0,97.0,52,676.0,12262.0,5.5,20.0,82318.0,20653.0,4.0,40.0,12.5,242.0,92.0,8.7,1,9,85.0,36.0,76.4,428.0,15,16,14,38.0,14,5.0,12.0,39,9.0,2.0,2.8,3.0061993517017878,48578.0,53.0,55.0,23.0,15.0,53,8049,72,582.0,6.0,26940,19.9,21.7,2.9,0.2,0.7,0.0,1.0,93.7,1,50.2,64.6,10716.0,11557.0,7.8480776409107875,3025.0,2694.0,1171.0,2449.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54059,643.0,14564.0,28,6.3,6.1,12.0,30,37,7.1,41,53.0,11,46.0,70.5,65.0,9.0,16802.0,30.0,34.0,94.0,37,520.0,6881.0,7.6,37.0,67115.0,12598.0,5.3,32.0,8.3,282.0,161.0,9.8,1,10,85.0,41.0,71.0,690.0,19,19,20,53.0,18,2.0,26.0,40,11.0,3.0,2.9,3.0061993517017878,32917.0,69.0,69.0,17.0,15.0,24,7970,74,1053.0,11.0,23785,22.2,18.9,1.9,0.1,0.3,0.0,0.8,95.7,0,50.7,89.7,7951.0,6779.0,-14.74028424097598,4825.0,2643.0,743.0,1133.0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54061,989.0,6488.0,19,4.7,4.7,8.0,20,30,7.3,21,82.0,18,28.0,376.1,11.0,7.0,5760.0,47.0,47.0,90.0,72,2178.0,53305.0,4.1,14.0,109757.0,18209.0,6.0,27.0,10.1,250.0,64.0,9.7,0,18,77.0,21.0,79.0,321.0,14,15,9,103.0,15,7.0,8.0,37,8.0,2.0,3.4,3.0061993517017878,51070.0,41.0,32.0,14.0,12.0,79,21852,56,6071.0,17.0,106420,16.3,12.6,3.9,0.2,3.6,0.1,2.1,88.1,0,48.4,26.9,48349.0,52984.0,9.586547808641336,756.0,783.0,396.0,280.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54063,217.0,8649.0,23,5.4,5.5,7.0,23,31,7.9,27,39.0,11,36.0,119.4,37.0,9.0,4669.0,41.0,29.0,97.0,40,277.0,5777.0,4.8,22.0,77557.0,18929.0,4.1,29.0,9.0,108.0,116.0,8.7,0,11,79.0,48.0,77.1,399.0,16,17,19,251.0,12,5.0,28.0,37,11.0,3.0,2.6,3.0061993517017878,38171.0,58.0,25.0,17.0,21.0,14,4592,80,422.0,8.0,13280,19.7,25.0,0.8,0.3,0.2,0.0,0.9,96.3,0,50.0,88.5,5348.0,5027.0,-6.00224382946896,2680.0,6640.0,1660.0,2213.0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54065,353.0,11740.0,21,5.0,5.0,9.0,21,41,8.1,26,68.0,13,11.0,113.1,20.0,9.0,4805.0,36.0,41.0,94.0,55,341.0,7943.0,4.3,19.0,94241.0,24660.0,3.8,15.0,13.0,407.0,135.0,9.2,1,15,80.0,51.0,74.6,495.0,14,15,16,39.0,10,7.0,25.0,36,10.0,4.0,2.8,3.0061993517017878,49487.0,59.0,38.0,24.0,28.0,30,5892,82,700.0,10.0,17787,17.9,23.1,0.9,0.3,0.4,0.0,1.6,95.3,0,49.9,100.0,7144.0,8059.0,12.807950727883538,1769.0,3557.0,1976.0,2223.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54067,507.0,10470.0,26,5.7,5.6,9.0,21,40,7.8,32,51.0,12,30.0,111.8,39.0,8.0,6765.0,37.0,38.0,93.0,48,600.0,9309.0,6.4,26.0,76383.0,17104.0,4.5,39.0,11.6,725.0,126.0,9.1,1,10,88.0,37.0,75.0,501.0,17,17,12,33.0,14,3.0,22.0,39,10.0,3.0,2.8,3.0061993517017878,38572.0,65.0,38.0,23.0,23.0,14,8257,79,784.0,8.0,24842,20.6,22.4,0.5,0.4,0.4,0.0,0.8,96.8,0,50.8,87.2,9824.0,9168.0,-6.677524429967427,1043.0,2484.0,1774.0,1080.0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54069,744.0,9756.0,20,5.1,5.2,8.0,22,35,7.6,27,86.0,13,53.0,349.7,26.0,6.0,6435.0,40.0,49.0,97.0,68,982.0,21331.0,4.6,18.0,104435.0,19069.0,5.5,38.0,19.7,678.0,100.0,10.9,1,12,81.0,20.0,75.8,464.0,15,15,13,103.0,13,8.0,7.0,37,8.0,2.0,3.3,3.0061993517017878,48689.0,48.0,48.0,18.0,11.0,171,11991,69,1494.0,9.0,41755,19.0,21.8,3.5,0.2,0.8,0.0,1.2,92.2,0,51.7,23.1,20291.0,18947.0,-6.6236262382337,627.0,971.0,326.0,316.0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54071,114.0,10546.0,23,5.3,5.3,7.0,22,32,6.8,31,88.0,11,33.0,57.2,38.0,9.0,6007.0,43.0,35.0,98.0,38,132.0,3501.0,3.8,22.0,78600.0,18575.0,4.2,31.0,10.0,251.90240596408,129.0,7.9,1,12,72.0,41.0,77.4,411.0,16,16,18,98.0,12,18.0,34.0,37,11.0,4.0,3.2,3.0061993517017878,40415.0,61.0,31.0,18.406893652795294,15.57277628032345,9,2561,81,201.0,7.0,6997,18.4,27.1,1.9,0.3,0.2,0.1,1.2,95.1,0,49.4,100.0,2833.0,3038.0,7.236145428873986,2332.0,1166.0,1749.0,875.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54073,132.0,7757.0,22,5.1,5.1,8.0,22,32,8.0,27,66.0,13,0.0,106.5,42.0,6.0,8281.0,34.0,47.0,93.0,44,176.0,2750.0,6.4,17.0,96031.0,23696.0,4.1,31.0,13.3,135.0,98.0,10.3,0,10,90.0,41.0,76.2,432.0,15,16,16,215.0,13,3.0,18.992216456634544,39,7.0,2.0,3.0,3.0061993517017878,50768.0,52.0,30.809745610892158,25.0,15.57277628032345,79,2280,79,205.0,7.0,7507,18.6,19.1,1.7,0.2,0.2,0.0,1.0,95.8,0,45.6,54.5,2915.0,3100.0,6.34648370497427,7512.0,1877.0,1501.0,7507.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54075,150.0,10260.0,23,5.5,5.4,7.0,23,31,6.7,26,93.0,12,30.0,106.4,38.0,9.0,3248.0,35.0,31.0,88.0,46,235.0,3768.0,6.2,26.0,76491.0,18033.0,4.2,28.0,15.4,306.0,108.0,8.1,1,8,78.0,33.0,77.1,428.0,16,16,14,183.94042925974597,13,18.0,23.0,36,10.0,3.0,3.0,3.0061993517017878,39467.0,67.0,30.809745610892158,18.406893652795294,15.57277628032345,16,2916,81,174.0,5.0,8414,17.4,25.2,1.2,0.3,0.2,0.0,1.6,95.5,0,48.7,100.0,3723.0,3150.0,-15.390813859790493,2114.0,2805.0,2805.0,1683.0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54077,525.0,8481.0,20,5.1,5.1,10.0,21,35,7.8,30,34.0,13,38.0,95.0,26.0,8.0,5662.0,43.0,45.0,83.0,44,802.0,15341.0,5.2,23.0,91227.0,20597.0,4.4,28.0,8.9,230.0,92.0,9.1,1,9,79.0,51.0,76.8,397.0,15,16,15,86.0,12,8.0,16.0,39,10.0,3.0,2.7,3.0061993517017878,47101.0,53.0,34.0,18.0,15.0,18,10303,83,1061.0,9.0,33839,19.1,20.0,1.2,0.2,0.2,0.0,1.7,95.7,1,48.7,90.5,13842.0,13233.0,-4.399653229302124,2591.0,3760.0,5640.0,1410.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54079,871.0,8339.0,19,4.6,4.9,7.0,20,35,8.4,26,67.0,13,32.0,135.6,19.0,6.0,5178.0,42.0,49.0,93.0,65,1289.0,26118.0,4.9,13.0,114113.0,26865.0,4.2,23.0,10.7,371.0,98.0,10.3,0,9,88.0,39.0,76.7,410.0,13,14,13,69.0,10,6.0,15.0,34,7.0,2.0,3.2,3.0061993517017878,61995.0,45.0,42.0,14.0,11.0,44,17824,82,1667.0,8.0,56682,22.3,18.3,1.1,0.3,0.9,0.0,1.2,95.3,0,50.8,35.8,25964.0,25344.0,-2.387921737790787,947.0,2267.0,1318.0,1492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
